sample_id,filename,speed_kmph,speed_mps,distance_m,angle_deg
sample_0000042,(test_72_)Peuguot307_straight_20.0mps_0.5m_0000042.wav,72.0,20.0,0.5,0.0
sample_0000043,(test_73_)Peuguot307_straight_20.27777777777778mps_0.5m_0000043.wav,73.0,20.27777777777778,0.5,0.0
sample_0000044,(test_74_)Peuguot307_straight_20.555555555555554mps_0.5m_0000044.wav,74.0,20.555555555555554,0.5,0.0
sample_0000045,(test_75_)Peuguot307_straight_20.833333333333332mps_0.5m_0000045.wav,75.0,20.833333333333332,0.5,0.0
sample_0000046,(test_76_)Peuguot307_straight_21.11111111111111mps_0.5m_0000046.wav,76.0,21.11111111111111,0.5,0.0
sample_0000047,(test_77_)Peuguot307_straight_21.38888888888889mps_0.5m_0000047.wav,77.0,21.38888888888889,0.5,0.0
sample_0000048,(test_78_)Peuguot307_straight_21.666666666666668mps_0.5m_0000048.wav,78.0,21.666666666666668,0.5,0.0
sample_0000049,(test_79_)Peuguot307_straight_21.944444444444443mps_0.5m_0000049.wav,79.0,21.944444444444443,0.5,0.0
sample_0000050,(test_80_)Peuguot307_straight_22.22222222222222mps_0.5m_0000050.wav,80.0,22.22222222222222,0.5,0.0
sample_0000051,(test_81_)Peuguot307_straight_22.5mps_0.5m_0000051.wav,81.0,22.5,0.5,0.0
sample_0000052,(test_82_)Peuguot307_straight_22.77777777777778mps_0.5m_0000052.wav,82.0,22.77777777777778,0.5,0.0
sample_0000053,(test_83_)Peuguot307_straight_23.055555555555554mps_0.5m_0000053.wav,83.0,23.055555555555554,0.5,0.0
sample_0000054,(test_84_)Peuguot307_straight_23.333333333333332mps_0.5m_0000054.wav,84.0,23.333333333333332,0.5,0.0
sample_0000055,(test_85_)Peuguot307_straight_23.61111111111111mps_0.5m_0000055.wav,85.0,23.61111111111111,0.5,0.0
sample_0000056,(test_86_)Peuguot307_straight_23.88888888888889mps_0.5m_0000056.wav,86.0,23.88888888888889,0.5,0.0
sample_0000057,(test_87_)Peuguot307_straight_24.166666666666664mps_0.5m_0000057.wav,87.0,24.166666666666664,0.5,0.0
sample_0000058,(test_88_)Peuguot307_straight_24.444444444444443mps_0.5m_0000058.wav,88.0,24.444444444444443,0.5,0.0
sample_0000059,(test_89_)Peuguot307_straight_24.72222222222222mps_0.5m_0000059.wav,89.0,24.72222222222222,0.5,0.0
sample_0000060,(test_90_)Peuguot307_straight_25.0mps_0.5m_0000060.wav,90.0,25.0,0.5,0.0
sample_0000061,(test_91_)Peuguot307_straight_25.27777777777778mps_0.5m_0000061.wav,91.0,25.27777777777778,0.5,0.0
sample_0000062,(test_92_)Peuguot307_straight_25.555555555555554mps_0.5m_0000062.wav,92.0,25.555555555555554,0.5,0.0
sample_0000063,(test_93_)Peuguot307_straight_25.833333333333332mps_0.5m_0000063.wav,93.0,25.833333333333332,0.5,0.0
sample_0000064,(test_94_)Peuguot307_straight_26.11111111111111mps_0.5m_0000064.wav,94.0,26.11111111111111,0.5,0.0
sample_0000065,(test_95_)Peuguot307_straight_26.38888888888889mps_0.5m_0000065.wav,95.0,26.38888888888889,0.5,0.0
sample_0000066,(test_96_)Peuguot307_straight_26.666666666666664mps_0.5m_0000066.wav,96.0,26.666666666666664,0.5,0.0
sample_0000067,(test_97_)Peuguot307_straight_26.944444444444443mps_0.5m_0000067.wav,97.0,26.944444444444443,0.5,0.0
sample_0000068,(test_98_)Peuguot307_straight_27.22222222222222mps_0.5m_0000068.wav,98.0,27.22222222222222,0.5,0.0
sample_0000069,(test_99_)Peuguot307_straight_27.5mps_0.5m_0000069.wav,99.0,27.5,0.5,0.0
sample_0000070,(test_100_)Peuguot307_straight_27.77777777777778mps_0.5m_0000070.wav,100.0,27.77777777777778,0.5,0.0
sample_0000071,(test_101_)Peuguot307_straight_28.055555555555554mps_0.5m_0000071.wav,101.0,28.055555555555554,0.5,0.0
sample_0000072,(test_102_)Peuguot307_straight_28.333333333333332mps_0.5m_0000072.wav,102.0,28.333333333333332,0.5,0.0
sample_0000073,(test_103_)Peuguot307_straight_28.61111111111111mps_0.5m_0000073.wav,103.0,28.61111111111111,0.5,0.0
sample_0000074,(test_104_)Peuguot307_straight_28.88888888888889mps_0.5m_0000074.wav,104.0,28.88888888888889,0.5,0.0
sample_0000075,(test_105_)Peuguot307_straight_29.166666666666664mps_0.5m_0000075.wav,105.0,29.166666666666664,0.5,0.0
sample_0000076,(test_106_)Peuguot307_straight_29.444444444444443mps_0.5m_0000076.wav,106.0,29.444444444444443,0.5,0.0
