sample_id,filename,speed_kmph,speed_mps,distance_m,angle_deg
sample_0000027,(test_57.0_)car_3_straight_15.833333333333332mps_0.5m_0000027.wav,57.0,15.833333333333332,0.5,0.0
sample_0000028,(test_58.0_)car_3_straight_16.11111111111111mps_0.5m_0000028.wav,58.0,16.11111111111111,0.5,0.0
sample_0000029,(test_59.0_)car_3_straight_16.38888888888889mps_0.5m_0000029.wav,59.0,16.38888888888889,0.5,0.0
sample_0000030,(test_60.0_)car_3_straight_16.666666666666668mps_0.5m_0000030.wav,60.0,16.666666666666668,0.5,0.0
sample_0000031,(test_61.0_)car_3_straight_16.944444444444443mps_0.5m_0000031.wav,61.0,16.944444444444443,0.5,0.0
sample_0000032,(test_62.0_)car_3_straight_17.22222222222222mps_0.5m_0000032.wav,62.0,17.22222222222222,0.5,0.0
sample_0000033,(test_63.0_)car_3_straight_17.5mps_0.5m_0000033.wav,63.0,17.5,0.5,0.0
sample_0000034,(test_64.0_)car_3_straight_17.77777777777778mps_0.5m_0000034.wav,64.0,17.77777777777778,0.5,0.0
sample_0000035,(test_65.0_)car_3_straight_18.055555555555554mps_0.5m_0000035.wav,65.0,18.055555555555554,0.5,0.0
sample_0000036,(test_66.0_)car_3_straight_18.333333333333332mps_0.5m_0000036.wav,66.0,18.333333333333332,0.5,0.0
sample_0000037,(test_67.0_)car_3_straight_18.61111111111111mps_0.5m_0000037.wav,67.0,18.61111111111111,0.5,0.0
sample_0000038,(test_68.0_)car_3_straight_18.88888888888889mps_0.5m_0000038.wav,68.0,18.88888888888889,0.5,0.0
sample_0000039,(test_69.0_)car_3_straight_19.166666666666668mps_0.5m_0000039.wav,69.0,19.166666666666668,0.5,0.0
sample_0000040,(test_70.0_)car_3_straight_19.444444444444443mps_0.5m_0000040.wav,70.0,19.444444444444443,0.5,0.0
sample_0000041,(test_71.0_)car_3_straight_19.72222222222222mps_0.5m_0000041.wav,71.0,19.72222222222222,0.5,0.0
sample_0000042,(test_72.0_)car_3_straight_20.0mps_0.5m_0000042.wav,72.0,20.0,0.5,0.0
sample_0000043,(test_73.0_)car_3_straight_20.27777777777778mps_0.5m_0000043.wav,73.0,20.27777777777778,0.5,0.0
sample_0000044,(test_74.0_)car_3_straight_20.555555555555554mps_0.5m_0000044.wav,74.0,20.555555555555554,0.5,0.0
sample_0000045,(test_75.0_)car_3_straight_20.833333333333332mps_0.5m_0000045.wav,75.0,20.833333333333332,0.5,0.0
sample_0000046,(test_76.0_)car_3_straight_21.11111111111111mps_0.5m_0000046.wav,76.0,21.11111111111111,0.5,0.0
sample_0000047,(test_77.0_)car_3_straight_21.38888888888889mps_0.5m_0000047.wav,77.0,21.38888888888889,0.5,0.0
sample_0000048,(test_78.0_)car_3_straight_21.666666666666668mps_0.5m_0000048.wav,78.0,21.666666666666668,0.5,0.0
sample_0000049,(test_79.0_)car_3_straight_21.944444444444443mps_0.5m_0000049.wav,79.0,21.944444444444443,0.5,0.0
sample_0000050,(test_80.0_)car_3_straight_22.22222222222222mps_0.5m_0000050.wav,80.0,22.22222222222222,0.5,0.0
sample_0000051,(test_81.0_)car_3_straight_22.5mps_0.5m_0000051.wav,81.0,22.5,0.5,0.0
sample_0000052,(test_82.0_)car_3_straight_22.77777777777778mps_0.5m_0000052.wav,82.0,22.77777777777778,0.5,0.0
sample_0000053,(test_83.0_)car_3_straight_23.055555555555554mps_0.5m_0000053.wav,83.0,23.055555555555554,0.5,0.0
sample_0000054,(test_84.0_)car_3_straight_23.333333333333332mps_0.5m_0000054.wav,84.0,23.333333333333332,0.5,0.0
sample_0000055,(test_85.0_)car_3_straight_23.61111111111111mps_0.5m_0000055.wav,85.0,23.61111111111111,0.5,0.0
sample_0000056,(test_86.0_)car_3_straight_23.88888888888889mps_0.5m_0000056.wav,86.0,23.88888888888889,0.5,0.0
sample_0000057,(test_87.0_)car_3_straight_24.166666666666664mps_0.5m_0000057.wav,87.0,24.166666666666664,0.5,0.0
sample_0000058,(test_88.0_)car_3_straight_24.444444444444443mps_0.5m_0000058.wav,88.0,24.444444444444443,0.5,0.0
sample_0000059,(test_89.0_)car_3_straight_24.72222222222222mps_0.5m_0000059.wav,89.0,24.72222222222222,0.5,0.0
sample_0000060,(test_90.0_)car_3_straight_25.0mps_0.5m_0000060.wav,90.0,25.0,0.5,0.0
sample_0000061,(test_91.0_)car_3_straight_25.27777777777778mps_0.5m_0000061.wav,91.0,25.27777777777778,0.5,0.0
sample_0000062,(test_92.0_)car_3_straight_25.555555555555554mps_0.5m_0000062.wav,92.0,25.555555555555554,0.5,0.0
sample_0000063,(test_93.0_)car_3_straight_25.833333333333332mps_0.5m_0000063.wav,93.0,25.833333333333332,0.5,0.0
sample_0000064,(test_94.0_)car_3_straight_26.11111111111111mps_0.5m_0000064.wav,94.0,26.11111111111111,0.5,0.0
sample_0000065,(test_95.0_)car_3_straight_26.38888888888889mps_0.5m_0000065.wav,95.0,26.38888888888889,0.5,0.0
sample_0000066,(test_96.0_)car_3_straight_26.666666666666664mps_0.5m_0000066.wav,96.0,26.666666666666664,0.5,0.0
sample_0000067,(test_97.0_)car_3_straight_26.944444444444443mps_0.5m_0000067.wav,97.0,26.944444444444443,0.5,0.0
sample_0000068,(test_98.0_)car_3_straight_27.22222222222222mps_0.5m_0000068.wav,98.0,27.22222222222222,0.5,0.0
sample_0000069,(test_99.0_)car_3_straight_27.5mps_0.5m_0000069.wav,99.0,27.5,0.5,0.0
sample_0000070,(test_100.0_)car_3_straight_27.77777777777778mps_0.5m_0000070.wav,100.0,27.77777777777778,0.5,0.0
sample_0000071,(test_101.0_)car_3_straight_28.055555555555554mps_0.5m_0000071.wav,101.0,28.055555555555554,0.5,0.0
sample_0000072,(test_102.0_)car_3_straight_28.333333333333332mps_0.5m_0000072.wav,102.0,28.333333333333332,0.5,0.0
sample_0000073,(test_103.0_)car_3_straight_28.61111111111111mps_0.5m_0000073.wav,103.0,28.61111111111111,0.5,0.0
sample_0000074,(test_104.0_)car_3_straight_28.88888888888889mps_0.5m_0000074.wav,104.0,28.88888888888889,0.5,0.0
sample_0000075,(test_105.0_)car_3_straight_29.166666666666664mps_0.5m_0000075.wav,105.0,29.166666666666664,0.5,0.0
sample_0000076,(test_106.0_)car_3_straight_29.444444444444443mps_0.5m_0000076.wav,106.0,29.444444444444443,0.5,0.0
